what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui",1305185852676
started,bundle,org.eclipse.jgit,0.9.3,"org.eclipse.jgit",1305185852676
started,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1305185852676
started,bundle,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms",1305185852677
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1305185852677
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1305185852677
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1305185852678
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1305185852678
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1305185852679
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1305185852680
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1305185852680
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1305185852681
os,sysinfo,,,"win32",1305185852684
arch,sysinfo,,,"x86_64",1305185852684
ws,sysinfo,,,"win32",1305185852684
locale,sysinfo,,,"sv_SE",1305185852684
processors,sysinfo,,,"2",1305185852684
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1305185852684
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1305185852684
java.specification.name,sysinfo,,,"Java Platform API Specification",1305185852684
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1305185852684
java.specification.version,sysinfo,,,"1.6",1305185852684
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1305185852684
java.version,sysinfo,,,"1.6.0_22",1305185852684
java.vm.info,sysinfo,,,"mixed mode",1305185852684
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1305185852684
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1305185852684
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1305185852684
