what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189297710
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1305189307200
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189312731
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189312747
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189315674
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305189316441
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189317546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189328927
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305189329943
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189358247
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189360805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189379440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189406297
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189406375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189408596
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189411372
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189420287
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189425275
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189426558
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189446371
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189471914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189473439
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189499758
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189530112
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189539525
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189540967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189558061
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189596311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189597754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189656087
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1305189686918
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1305189686949
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1305189687666
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1305189689342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189692031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189694753
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189699375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1305189703252
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1305189704225
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189705389
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189707845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189712188
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189745467
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189779504
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189787466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189787552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189807752
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189839412
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1305189841364
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189846188
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189893505
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1305189896007
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1305189896228
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305189901263
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189906452
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189957237
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305189969747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190008917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1305190020190
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190037266
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190053730
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190062443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190076456
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190077846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190147990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190176293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190180136
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1305190194542
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305190197278
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190199570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190200593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190202554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305190222539
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190249662
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190251561
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1305190280623
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190304681
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190306158
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190306968
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190312738
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190319693
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1305190328061
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1305190337605
